Date,Open,High,Low,Close,Adj Close,Volume
2023-08-28,3394.000000,3394.000000,3360.100098,3375.550049,3319.417725,1037485
2023-08-29,3381.050049,3389.550049,3365.000000,3376.149902,3320.007568,944517
2023-08-30,3398.000000,3408.100098,3383.050049,3390.949951,3334.561523,1188200
2023-08-31,3401.000000,3417.399902,3343.649902,3356.800049,3300.979248,3417652
2023-09-01,3366.000000,3389.000000,3356.800049,3379.199951,3323.006592,1277950
2023-09-04,3378.000000,3432.850098,3370.050049,3418.500000,3361.653320,1828332
2023-09-05,3420.000000,3447.000000,3405.149902,3429.350098,3372.322754,1501842
2023-09-06,3434.000000,3443.899902,3398.100098,3429.899902,3372.863525,1314818
2023-09-07,3430.800049,3460.000000,3422.300049,3455.250000,3397.791992,1885092
2023-09-08,3455.250000,3465.000000,3435.050049,3441.899902,3384.664307,1518917
2023-09-11,3462.000000,3485.699951,3445.000000,3480.649902,3422.769775,1783604
2023-09-12,3492.000000,3589.899902,3483.000000,3580.800049,3521.254639,4476016
2023-09-13,3571.100098,3588.850098,3545.000000,3567.850098,3508.520020,1754929
2023-09-14,3570.050049,3597.699951,3545.600098,3560.050049,3500.849609,2604721
2023-09-15,3567.850098,3607.350098,3562.449951,3598.300049,3538.463379,2952897
2023-09-18,3580.050049,3619.300049,3575.250000,3606.149902,3546.182861,1395753
2023-09-20,3580.000000,3625.000000,3580.000000,3606.050049,3546.084473,1649396
2023-09-21,3588.550049,3605.000000,3528.000000,3585.300049,3525.679932,2004073
2023-09-22,3584.000000,3633.750000,3565.050049,3603.649902,3543.724609,1989083
2023-09-25,3602.500000,3620.000000,3558.649902,3577.149902,3517.665039,1238778
2023-09-26,3567.600098,3594.949951,3536.000000,3585.699951,3526.072754,1726062
2023-09-27,3590.000000,3614.000000,3555.699951,3589.300049,3529.613037,1541134
2023-09-28,3600.000000,3602.800049,3527.350098,3536.750000,3477.937012,1755753
2023-09-29,3537.199951,3568.449951,3505.550049,3528.600098,3469.922607,2243791
2023-10-03,3534.199951,3534.199951,3480.100098,3513.850098,3455.417969,1948148
2023-10-04,3486.300049,3548.000000,3477.300049,3537.750000,3478.920166,1788138
2023-10-05,3554.000000,3624.000000,3551.199951,3589.350098,3529.662354,2990768
2023-10-06,3591.000000,3634.949951,3575.050049,3621.399902,3561.179199,2075691
2023-10-09,3645.050049,3679.000000,3631.000000,3638.350098,3577.847656,4233074
2023-10-10,3640.050049,3648.000000,3601.350098,3628.899902,3568.554443,1848148
2023-10-11,3650.000000,3650.000000,3605.000000,3609.899902,3549.870605,2426417
2023-10-12,3575.000000,3588.649902,3538.100098,3542.550049,3483.640625,4241281
2023-10-13,3530.000000,3577.000000,3525.000000,3570.850098,3511.469971,2890357
2023-10-16,3566.000000,3574.649902,3519.100098,3524.050049,3465.448242,1671104
2023-10-17,3530.000000,3534.149902,3503.350098,3507.050049,3448.731201,1672065
2023-10-18,3511.000000,3522.699951,3484.000000,3487.250000,3429.260010,1408245
2023-10-19,3469.500000,3476.850098,3451.899902,3455.649902,3406.978516,1514545
2023-10-20,3450.399902,3499.500000,3444.050049,3494.550049,3445.330566,1481211
2023-10-23,3473.000000,3478.949951,3401.300049,3410.149902,3362.119141,1106272
2023-10-25,3390.500000,3425.000000,3377.199951,3390.100098,3342.351807,1518537
2023-10-26,3368.050049,3373.699951,3330.000000,3336.750000,3289.752930,1984471
2023-10-27,3350.000000,3362.000000,3337.000000,3350.949951,3303.752930,1108851
2023-10-30,3350.000000,3382.850098,3333.750000,3378.550049,3330.964355,910972
2023-10-31,3399.000000,3399.000000,3350.050049,3368.750000,3321.302246,999811
2023-11-01,3355.000000,3371.600098,3311.000000,3330.649902,3283.739014,1563475
2023-11-02,3343.199951,3375.949951,3343.199951,3360.100098,3312.774414,1245384
2023-11-03,3382.000000,3387.899902,3344.300049,3350.899902,3303.703613,1402598
2023-11-06,3375.000000,3392.300049,3359.000000,3380.250000,3332.640381,1099852
2023-11-07,3378.000000,3404.149902,3366.000000,3370.449951,3322.978271,1191144
2023-11-08,3371.449951,3401.949951,3369.550049,3381.550049,3333.922119,992899
2023-11-09,3390.100098,3391.500000,3342.050049,3347.449951,3300.302246,2112352
2023-11-10,3338.000000,3347.449951,3322.350098,3333.449951,3286.499512,1338557
2023-11-13,3356.000000,3356.000000,3327.000000,3331.550049,3284.626465,1030990
2023-11-15,3383.100098,3413.000000,3356.050049,3404.300049,3356.351807,2059802
2023-11-16,3430.050049,3529.350098,3414.199951,3497.850098,3448.583984,3951984
2023-11-17,3497.850098,3524.500000,3492.550049,3502.449951,3453.119385,2021292
2023-11-20,3491.250000,3533.899902,3491.250000,3519.600098,3470.027832,1475621
2023-11-21,3519.600098,3539.050049,3501.000000,3510.199951,3460.760254,1807236
2023-11-22,3500.000000,3532.649902,3481.100098,3530.149902,3480.429199,1798051
2023-11-23,3530.000000,3544.000000,3500.000000,3508.250000,3458.837402,2729804
2023-11-24,3494.250000,3504.550049,3453.000000,3457.100098,3408.407959,1989733
2023-11-28,3457.100098,3481.250000,3433.000000,3470.149902,3421.274170,1689195
2023-11-29,3481.000000,3518.000000,3475.800049,3513.750000,3464.260010,1441634
2023-11-30,3499.449951,3516.649902,3481.000000,3487.600098,3438.478516,3266235
2023-12-01,3500.000000,3516.949951,3490.050049,3511.649902,3462.189453,1172141
2023-12-04,3544.649902,3547.800049,3498.000000,3512.449951,3462.978271,1625213
2023-12-05,3538.000000,3538.000000,3502.800049,3531.600098,3481.858643,1377656
2023-12-06,3532.600098,3612.850098,3525.149902,3604.100098,3553.337646,1896572
2023-12-07,3605.000000,3630.550049,3591.699951,3614.899902,3563.985107,1967653
2023-12-08,3633.000000,3645.000000,3602.050049,3626.699951,3575.619141,1641155
2023-12-11,3622.899902,3653.000000,3615.000000,3642.899902,3591.590820,1102503
2023-12-12,3638.949951,3698.399902,3631.000000,3672.100098,3620.379883,2236866
2023-12-13,3643.550049,3650.000000,3563.000000,3593.550049,3542.936279,3850968
2023-12-14,3630.000000,3678.000000,3627.600098,3667.250000,3615.598145,3290396
2023-12-15,3666.699951,3895.949951,3666.699951,3861.000000,3806.619141,8531230
2023-12-18,3858.100098,3929.000000,3830.149902,3859.199951,3804.844727,2521612
2023-12-19,3845.000000,3855.100098,3790.000000,3816.199951,3762.450195,2004435
2023-12-20,3827.250000,3898.800049,3766.550049,3780.050049,3726.809326,2586083
2023-12-21,3756.250000,3806.699951,3743.350098,3787.500000,3734.154297,1517562
2023-12-22,3800.000000,3845.949951,3762.000000,3824.000000,3770.140381,2413058
2023-12-26,3819.850098,3834.000000,3790.149902,3795.550049,3742.091064,1285231
2023-12-27,3799.000000,3818.199951,3768.000000,3811.199951,3757.520508,1293976
2023-12-28,3824.000000,3838.000000,3792.100098,3799.899902,3746.379395,1682889
2023-12-29,3792.000000,3822.600098,3765.399902,3793.399902,3739.971191,1574996
2024-01-01,3790.000000,3832.000000,3773.000000,3811.100098,3757.422119,825907
2024-01-02,3811.100098,3811.100098,3767.250000,3783.199951,3729.915039,1344068
2024-01-03,3767.000000,3771.850098,3687.050049,3691.750000,3639.753174,1803075
2024-01-04,3701.750000,3719.000000,3651.000000,3666.800049,3615.154541,3598144
2024-01-05,3675.000000,3747.750000,3674.850098,3737.899902,3685.252930,1963127
2024-01-08,3737.899902,3739.750000,3672.399902,3678.300049,3626.492432,1067805
2024-01-09,3709.949951,3752.350098,3682.750000,3689.899902,3637.928955,1370944
2024-01-10,3690.000000,3729.250000,3688.000000,3713.050049,3660.753174,1292227
2024-01-11,3724.000000,3773.000000,3707.000000,3735.550049,3682.936035,1777909
2024-01-12,3848.000000,3905.250000,3821.600098,3882.800049,3828.112305,6813450
2024-01-15,3960.000000,3965.000000,3885.000000,3903.800049,3848.816406,2801505
2024-01-16,3899.000000,3899.000000,3855.550049,3861.300049,3806.915039,1432672
2024-01-17,3819.000000,3909.949951,3812.550049,3884.600098,3829.886719,3458696
2024-01-18,3898.000000,3908.800049,3862.000000,3902.600098,3847.633545,2239110
2024-01-19,3945.000000,3963.550049,3915.050049,3943.050049,3905.527344,2941975
2024-01-23,3900.000000,3933.899902,3842.750000,3858.250000,3821.534180,2618854
2024-01-24,3880.000000,3883.649902,3805.600098,3841.800049,3805.240723,2657709
2024-01-25,3839.899902,3861.000000,3778.699951,3810.300049,3774.040527,2205154
2024-01-29,3800.800049,3820.000000,3780.850098,3801.000000,3764.828857,1646747
2024-01-30,3807.449951,3847.800049,3787.000000,3800.550049,3764.383301,1411621
2024-01-31,3811.199951,3834.000000,3796.449951,3815.949951,3779.636475,2459358
2024-02-01,3820.000000,3904.899902,3805.050049,3854.149902,3817.472900,2363107
2024-02-02,3875.050049,3984.399902,3872.000000,3966.300049,3928.555908,2826510
2024-02-05,3983.000000,4022.000000,3962.100098,3973.300049,3935.489502,1691523
2024-02-06,3997.000000,4149.899902,3990.000000,4136.000000,4096.641113,4474396
2024-02-07,4153.000000,4155.000000,4073.949951,4083.399902,4044.541504,2124267
2024-02-08,4090.000000,4158.000000,4086.050049,4134.100098,4094.759033,2345173
2024-02-09,4136.549805,4184.750000,4100.000000,4133.700195,4094.363037,2100596
2024-02-12,4130.000000,4159.600098,4105.549805,4120.700195,4081.486816,1013716
2024-02-13,4125.450195,4170.000000,4081.500000,4149.500000,4110.012207,1257415
2024-02-14,4107.000000,4114.899902,4049.500000,4100.100098,4061.082764,1391283
2024-02-15,4128.000000,4146.299805,4083.000000,4103.200195,4064.153320,1091582
2024-02-16,4113.250000,4147.950195,4100.100098,4128.299805,4089.014160,1307556
2024-02-19,4123.049805,4128.299805,4055.000000,4103.799805,4064.747314,772291
2024-02-20,4082.100098,4098.000000,4010.000000,4030.649902,3992.293457,1193648
2024-02-21,4013.000000,4063.350098,3980.600098,3991.500000,3953.516113,1885939
2024-02-22,3971.000000,4094.949951,3971.000000,4087.100098,4048.206299,2982052
2024-02-23,4130.000000,4130.000000,4046.399902,4052.100098,4013.539551,2538072
