Date,Open,High,Low,Close,Volume
2004-11-02,"1,130.00","1,179.75","1,125.00","1,159.70","11,08,005"
2004-11-03,"1,161.00","1,184.00","1,161.00","1,175.20","11,22,267"
2004-11-04,"1,181.75","1,187.90","1,167.70","1,170.40","8,19,476"
2004-11-05,"1,173.95","1,180.00","1,160.00","1,165.45","6,27,981"
2004-11-08,"1,165.00","1,188.90","1,156.00","1,184.15","12,86,466"
2004-11-09,"1,187.00","1,197.90","1,177.00","1,188.40","9,17,339"
2004-11-10,"1,191.00","1,199.00","1,190.10","1,194.35","7,16,799"
2004-11-11,"1,199.00","1,203.40","1,191.10","1,196.25","6,54,391"
2004-11-12,"1,204.00","1,208.00","1,190.20","1,196.75","2,26,676"
2004-11-16,"1,198.00","1,198.00","1,184.00","1,190.90","5,00,688"
2004-11-17,"1,191.50","1,209.90","1,191.50","1,205.40","6,83,492"
2004-11-18,"1,209.45","1,234.55","1,206.50","1,231.00","9,34,016"
2004-11-19,"1,233.00","1,237.00","1,211.10","1,217.10","8,51,595"
2004-11-22,"1,207.80","1,226.00","1,195.00","1,222.45","5,92,284"
2004-11-23,"1,230.60","1,242.00","1,224.15","1,235.55","5,39,099"
2004-11-24,"1,239.00","1,245.00","1,230.15","1,233.90","4,02,913"
2004-11-25,"1,234.00","1,244.00","1,208.65","1,216.85","7,88,859"
2004-11-29,"1,216.00","1,247.70","1,205.55","1,243.90","6,60,186"
2004-11-30,"1,248.15","1,286.00","1,245.00","1,274.65","13,13,518"
2004-12-01,"1,281.00","1,281.00","1,257.00","1,261.55","10,60,233"
2004-12-02,"1,265.00","1,277.00","1,239.10","1,242.60","12,07,213"
2004-12-03,"1,249.25","1,255.90","1,221.55","1,236.75","12,22,152"
2004-12-06,"1,240.00","1,250.00","1,208.50","1,214.55","14,34,234"
2004-12-07,"1,216.00","1,232.90","1,215.00","1,218.25","9,82,903"
2004-12-08,"1,218.00","1,226.60","1,196.05","1,200.80","9,16,176"
2004-12-09,"1,204.95","1,217.00","1,204.85","1,211.45","4,75,153"
2004-12-10,"1,220.00","1,235.50","1,214.00","1,225.65","7,77,101"
2004-12-13,"1,226.00","1,241.65","1,225.25","1,236.15","6,24,529"
2004-12-14,"1,242.00","1,244.70","1,230.30","1,233.15","3,85,438"
2004-12-15,"1,244.00","1,254.75","1,238.00","1,245.50","7,21,584"
2004-12-16,"1,248.45","1,265.00","1,238.00","1,262.65","5,43,808"
2004-12-17,"1,260.00","1,274.80","1,252.10","1,256.50","6,88,719"
2004-12-20,"1,260.00","1,268.50","1,256.50","1,262.55","2,83,553"
2004-12-21,"1,264.95","1,277.00","1,263.15","1,272.70","4,32,314"
2004-12-22,"1,275.10","1,275.10","1,230.00","1,240.15","7,50,214"
2004-12-23,"1,247.70","1,247.70","1,225.00","1,227.85","4,93,614"
2004-12-24,"1,232.95","1,272.00","1,221.55","1,267.95","8,32,732"
2004-12-27,"1,270.00","1,285.00","1,262.20","1,270.55","5,50,063"
2004-12-28,"1,272.00","1,314.00","1,266.20","1,309.35","12,01,806"
2004-12-29,"1,316.95","1,336.90","1,313.15","1,320.25","8,29,153"
2004-12-30,"1,318.00","1,328.00","1,291.85","1,296.65","7,03,349"
2004-12-31,"1,300.00","1,338.80","1,296.65","1,335.45","6,12,414"
2005-01-03,"1,335.45","1,356.70","1,335.45","1,353.25","5,91,771"
2005-01-04,"1,350.00","1,354.00","1,333.15","1,341.25","6,22,388"
2005-01-05,"1,340.20","1,340.20","1,280.30","1,325.00","12,00,540"
2005-01-06,"1,320.00","1,346.00","1,292.50","1,320.45","10,00,861"
2005-01-07,"1,330.00","1,345.00","1,312.65","1,339.95","9,52,892"
2005-01-10,"1,348.65","1,359.40","1,322.00","1,327.45","9,40,196"
2005-01-11,"1,330.00","1,335.30","1,301.00","1,313.75","9,98,297"
2005-01-12,"1,325.95","1,367.95","1,286.70","1,298.05","25,90,004"
2005-01-13,"1,310.00","1,338.70","1,275.00","1,292.90","34,69,744"
2005-01-14,"1,304.70","1,317.90","1,277.00","1,296.40","19,69,722"
2005-01-17,"1,309.60","1,309.60","1,240.20","1,263.25","17,06,398"
2005-01-18,"1,274.70","1,284.00","1,257.50","1,263.85","7,72,908"
2005-01-19,"1,266.00","1,273.70","1,251.10","1,255.40","4,42,311"
2005-01-20,"1,255.00","1,255.00","1,230.00","1,243.70","5,67,025"
2005-01-24,"1,243.70","1,247.35","1,215.35","1,220.65","4,53,524"
2005-01-25,"1,214.80","1,239.90","1,207.10","1,235.45","5,58,241"
2005-01-27,"1,243.25","1,253.80","1,235.30","1,240.55","6,81,918"
2005-01-28,"1,242.85","1,294.80","1,242.50","1,289.20","10,49,227"
2005-01-31,"1,298.00","1,311.80","1,290.25","1,300.40","7,31,673"
2005-02-01,"1,307.00","1,320.00","1,287.00","1,315.25","10,02,480"
2005-02-02,"1,319.00","1,323.45","1,303.00","1,308.95","6,08,807"
2005-02-03,"1,312.00","1,314.75","1,302.00","1,311.10","4,15,952"
2005-02-04,"1,310.00","1,322.00","1,300.55","1,306.45","3,35,505"
2005-02-07,"1,312.60","1,330.70","1,301.00","1,313.75","7,43,027"
2005-02-08,"1,313.75","1,323.00","1,308.00","1,316.00","4,10,554"
2005-02-09,"1,321.00","1,343.60","1,320.75","1,332.80","6,92,242"
2005-02-10,"1,330.00","1,343.50","1,323.00","1,332.65","5,47,081"
2005-02-11,"1,338.00","1,387.00","1,338.00","1,381.75","12,95,887"
2005-02-14,"1,391.05","1,418.00","1,391.05","1,409.65","11,09,408"
2005-02-15,"1,410.00","1,415.00","1,374.00","1,381.35","4,97,090"
2005-02-16,"1,399.00","1,399.00","1,361.00","1,368.15","3,90,854"
2005-02-17,"1,368.15","1,386.00","1,350.60","1,381.85","5,15,622"
2005-02-18,"1,380.00","1,392.00","1,355.00","1,375.00","3,18,143"
2005-02-21,"1,371.00","1,375.80","1,345.10","1,365.55","2,22,144"
2005-02-22,"1,364.70","1,369.95","1,351.00","1,363.45","2,67,380"
2005-02-23,"1,363.45","1,382.10","1,355.15","1,374.95","6,45,852"
2005-02-24,"1,374.95","1,395.90","1,361.20","1,367.95","13,50,805"
2005-02-25,"1,376.80","1,379.00","1,353.15","1,364.05","6,33,862"
2005-02-28,"1,379.00","1,385.00","1,340.00","1,380.90","8,00,301"
2005-03-01,"1,381.00","1,440.00","1,351.00","1,357.45","6,19,769"
2005-03-02,"1,375.00","1,375.00","1,361.60","1,368.00","3,32,264"
2005-03-03,"1,370.00","1,395.00","1,364.00","1,389.55","3,61,395"
2005-03-04,"1,394.00","1,403.50","1,382.00","1,392.25","5,02,234"
2005-03-07,"1,395.00","1,408.00","1,394.00","1,400.20","4,57,254"
2005-03-08,"1,404.00","1,420.90","1,395.35","1,413.95","6,28,460"
2005-03-09,"1,409.00","1,426.50","1,395.05","1,407.50","6,77,761"
2005-03-10,"1,410.00","1,410.00","1,390.25","1,399.55","2,87,785"
2005-03-11,"1,406.00","1,434.90","1,405.00","1,427.45","6,50,718"
2005-03-14,"1,428.00","1,460.00","1,420.00","1,451.85","8,16,754"
2005-03-15,"1,451.00","1,462.00","1,430.00","1,442.65","5,18,310"
2005-03-16,"1,440.00","1,467.60","1,440.00","1,452.05","6,84,177"
2005-03-17,"1,448.00","1,473.70","1,440.00","1,460.95","8,50,666"
2005-03-18,"1,459.00","1,472.50","1,425.00","1,468.70","7,65,433"
2005-03-21,"1,470.15","1,475.00","1,444.60","1,456.45","5,44,265"
2005-03-22,"1,454.80","1,457.10","1,440.10","1,443.55","3,35,554"
2005-03-23,"1,440.00","1,448.00","1,413.35","1,421.25","4,29,927"
2005-03-24,"1,430.00","1,438.00","1,377.65","1,384.35","7,44,322"
2005-03-28,"1,391.00","1,408.85","1,384.00","1,392.40","4,62,466"
2005-03-29,"1,395.00","1,398.00","1,362.20","1,370.90","3,81,675"
2005-03-30,"1,371.10","1,400.00","1,360.00","1,390.55","5,14,407"
2005-03-31,"1,404.50","1,445.10","1,397.25","1,432.05","8,64,330"
2005-04-01,"1,433.00","1,457.00","1,414.00","1,450.95","6,95,334"
2005-04-04,"1,452.00","1,456.80","1,423.30","1,427.75","6,57,170"
2005-04-05,"1,429.00","1,442.50","1,416.10","1,425.45","4,20,979"
2005-04-06,"1,427.00","1,448.00","1,427.00","1,441.35","2,44,176"
2005-04-07,"1,441.00","1,450.00","1,422.00","1,425.20","3,10,402"
2005-04-08,"1,430.70","1,434.90","1,390.05","1,393.55","5,06,535"
2005-04-11,"1,397.00","1,400.00","1,360.10","1,363.60","3,52,874"
2005-04-12,"1,399.00","1,399.00","1,365.00","1,382.00","5,14,087"
2005-04-13,"1,394.00","1,407.00","1,385.55","1,401.60","5,79,825"
2005-04-15,"1,395.00","1,395.00","1,315.00","1,319.00","12,32,810"
2005-04-18,"1,300.00","1,348.70","1,291.00","1,318.65","7,53,038"
2005-04-19,"1,330.00","1,348.90","1,178.10","1,208.70","34,04,394"
2005-04-20,"1,200.00","1,200.00","1,093.30","1,116.20","59,37,282"
2005-04-21,"1,125.00","1,148.00","1,110.00","1,142.40","16,56,542"
2005-04-22,"1,160.00","1,171.65","1,140.25","1,166.75","16,19,834"
2005-04-25,"1,164.80","1,167.90","1,148.00","1,156.95","8,60,073"
2005-04-26,"1,157.00","1,163.80","1,134.10","1,136.70","6,92,375"
2005-04-27,"1,141.10","1,141.10","1,111.00","1,115.65","8,17,171"
2005-04-28,"1,115.10","1,130.00","1,097.15","1,114.80","10,91,109"
2005-04-29,"1,128.80","1,144.70","1,117.05","1,131.10","13,83,213"
2005-05-02,"1,150.00","1,178.00","1,118.10","1,128.90","6,41,200"
2005-05-03,"1,130.00","1,135.00","1,105.35","1,108.60","6,87,881"
2005-05-04,"1,106.50","1,124.50","1,106.50","1,120.85","5,99,018"
2005-05-05,"1,149.95","1,150.00","1,125.55","1,136.85","8,11,883"
2005-05-06,"1,140.00","1,171.70","1,132.15","1,167.50","10,23,583"
2005-05-09,"1,170.00","1,182.25","1,166.25","1,175.25","5,92,380"
2005-05-10,"1,178.00","1,178.00","1,146.25","1,152.50","8,84,494"
2005-05-11,"1,148.00","1,152.60","1,137.95","1,149.10","4,01,661"
2005-05-12,"1,159.00","1,161.70","1,143.15","1,146.75","4,51,118"
2005-05-13,"1,149.00","1,151.00","1,140.15","1,148.60","2,98,594"
2005-05-16,"1,145.00","1,158.90","1,142.25","1,154.30","7,21,900"
2005-05-17,"1,161.10","1,164.70","1,144.40","1,150.55","5,83,322"
2005-05-18,"1,154.00","1,154.00","1,123.00","1,142.70","5,73,528"
2005-05-19,"1,153.45","1,172.00","1,153.20","1,162.50","4,57,431"
2005-05-20,"1,165.00","1,174.70","1,147.20","1,169.65","4,08,202"
2005-05-23,"1,170.00","1,234.90","1,170.00","1,223.80","12,95,252"
2005-05-24,"1,244.70","1,244.70","1,205.25","1,234.85","7,66,107"
2005-05-25,"1,229.70","1,269.40","1,215.00","1,260.55","9,86,809"
2005-05-26,"1,258.00","1,296.00","1,251.15","1,290.05","12,22,762"
2005-05-27,"1,283.00","1,299.00","1,255.25","1,269.20","9,20,435"
2005-05-30,"1,269.20","1,333.05","1,264.00","1,319.10","22,36,648"
2005-05-31,"1,320.00","1,342.90","1,305.55","1,334.25","12,95,696"
2005-06-01,"1,330.00","1,330.00","1,297.55","1,304.50","9,41,261"
2005-06-02,"1,308.00","1,309.00","1,265.10","1,268.55","13,84,578"
2005-06-03,"1,268.55","1,296.70","1,261.05","1,293.15","8,18,566"
2005-06-04,"1,290.00","1,293.85","1,278.00","1,281.60","1,69,770"
2005-06-06,"1,295.00","1,301.70","1,270.30","1,280.40","7,24,064"
2005-06-07,"1,288.80","1,288.80","1,269.05","1,277.65","4,62,274"
2005-06-08,"1,280.00","1,296.00","1,276.10","1,292.10","6,04,064"
2005-06-09,"1,294.00","1,299.00","1,271.35","1,277.30","4,49,792"
2005-06-10,"1,280.00","1,300.00","1,261.10","1,266.15","8,30,328"
2005-06-13,"1,275.00","1,283.00","1,260.20","1,271.65","3,23,754"
2005-06-14,"1,277.00","1,279.90","1,260.20","1,266.05","4,31,548"
2005-06-15,"1,269.75","1,277.90","1,266.30","1,272.15","3,48,884"
2005-06-16,"1,277.80","1,287.90","1,264.85","1,277.70","5,74,194"
2005-06-17,"1,282.70","1,286.45","1,263.10","1,267.65","3,83,499"
2005-06-20,"1,275.00","1,301.95","1,270.30","1,295.90","8,01,584"
2005-06-21,"1,300.00","1,312.40","1,283.30","1,305.10","13,07,943"
2005-06-22,"1,309.00","1,339.00","1,309.00","1,333.35","14,42,172"
2005-06-23,"1,330.00","1,337.75","1,305.00","1,307.40","4,59,618"
2005-06-24,"1,300.00","1,338.30","1,295.00","1,325.75","7,52,665"
2005-06-27,"1,319.70","1,333.00","1,308.00","1,316.45","4,43,516"
2005-06-28,"1,318.00","1,328.00","1,314.05","1,323.55","7,22,014"
2005-06-29,"1,325.00","1,357.95","1,322.15","1,332.55","8,05,830"
2005-06-30,"1,338.80","1,365.00","1,338.80","1,358.10","8,98,625"
2005-07-01,"1,350.00","1,356.70","1,340.35","1,352.40","6,02,571"
2005-07-04,"1,358.80","1,371.90","1,331.00","1,359.05","4,93,956"
2005-07-05,"1,369.75","1,369.75","1,312.60","1,320.20","6,48,422"
2005-07-06,"1,326.00","1,332.60","1,316.15","1,323.10","3,82,152"
2005-07-07,"1,323.10","1,340.00","1,303.25","1,309.65","4,36,111"
2005-07-08,"1,310.60","1,329.40","1,293.55","1,311.10","7,61,000"
2005-07-11,"1,311.10","1,330.00","1,311.10","1,326.05","4,73,908"
2005-07-12,"1,318.60","1,321.00","1,272.30","1,285.90","7,68,825"
2005-07-13,"1,285.00","1,300.00","1,267.00","1,270.75","8,08,730"
2005-07-14,"1,278.65","1,287.70","1,216.35","1,225.00","11,07,551"
2005-07-15,"1,231.00","1,261.90","1,215.05","1,248.45","11,67,715"
2005-07-18,"1,252.00","1,479.00","1,252.00","1,322.20","18,09,451"
2005-07-19,"1,348.40","1,358.00","1,260.00","1,319.15","5,84,718"
2005-07-20,"1,335.00","1,335.00","1,305.15","1,308.25","4,36,788"
2005-07-21,"1,321.00","1,321.00","1,280.00","1,290.30","5,24,873"
2005-07-22,"1,285.00","1,297.85","1,270.40","1,293.95","6,47,412"
2005-07-25,"1,296.60","1,302.35","1,275.20","1,284.35","6,79,128"
2005-07-26,"1,285.85","1,292.00","1,260.00","1,265.25","6,53,710"
2005-07-27,"1,265.00","1,288.00","1,265.00","1,284.50","3,24,676"
2005-07-29,"1,275.00","1,290.00","1,262.00","1,268.80","10,44,819"
2005-08-01,"1,267.00","1,275.00","1,242.65","1,252.20","6,78,849"
2005-08-02,"1,292.00","1,298.00","1,258.00","1,290.30","6,02,690"
2005-08-03,"1,297.50","1,307.40","1,283.00","1,300.75","9,09,290"
2005-08-04,"1,305.00","1,319.80","1,288.00","1,295.25","7,93,367"
2005-08-05,"1,300.00","1,308.00","1,277.20","1,285.40","3,95,356"
2005-08-08,"1,290.00","1,290.00","1,267.25","1,283.05","5,13,670"
2005-08-09,"1,275.00","1,287.00","1,264.00","1,284.40","5,92,969"
2005-08-10,"1,285.65","1,316.65","1,285.65","1,313.05","8,69,760"
2005-08-11,"1,316.65","1,329.00","1,306.60","1,312.85","4,55,664"
2005-08-12,"1,328.40","1,328.40","1,275.60","1,282.85","4,77,729"
2005-08-16,"1,290.00","1,290.00","1,265.00","1,269.05","4,56,676"
2005-08-17,"1,280.00","1,302.00","1,261.30","1,299.15","7,04,686"
2005-08-18,"1,307.00","1,325.00","1,305.30","1,313.70","9,76,707"
2005-08-19,"1,315.00","1,332.00","1,311.10","1,325.35","6,20,784"
2005-08-22,"1,325.00","1,348.40","1,245.00","1,317.85","5,61,502"
2005-08-23,"1,327.00","1,330.65","1,313.00","1,316.05","5,85,802"
2005-08-24,"1,316.05","1,318.00","1,284.00","1,295.70","5,04,595"
2005-08-25,"1,305.00","1,330.00","1,300.00","1,323.65","7,92,653"
2005-08-26,"1,328.45","1,370.00","1,325.00","1,364.75","10,24,833"
2005-08-29,"1,370.00","1,378.00","1,330.00","1,355.35","5,10,167"
2005-08-30,"1,355.65","1,391.00","1,355.65","1,384.35","7,25,949"
2005-08-31,"1,380.80","1,415.35","1,380.00","1,404.85","9,26,112"
2005-09-01,"1,409.85","1,434.00","1,409.00","1,424.25","9,50,023"
2005-09-02,"1,430.00","1,440.00","1,415.05","1,427.20","6,15,108"
2005-09-05,"1,440.00","1,466.90","1,406.35","1,410.25","9,06,848"
2005-09-06,"1,415.00","1,419.90","1,388.00","1,398.45","6,27,930"
2005-09-08,"1,400.00","1,415.00","1,395.25","1,406.10","3,59,774"
2005-09-09,"1,351.00","1,414.00","1,351.00","1,391.95","4,67,722"
2005-09-12,"1,429.00","1,638.00","1,406.50","1,430.20","8,28,884"
2005-09-13,"1,431.00","1,431.00","1,410.60","1,422.40","2,80,623"
2005-09-14,"1,420.00","1,427.00","1,387.00","1,400.15","4,86,260"
2005-09-15,"1,402.00","1,454.75","1,402.00","1,449.90","13,80,092"
2005-09-16,"1,454.75","1,477.70","1,436.20","1,457.60","6,85,023"
2005-09-19,"1,477.70","1,480.00","1,443.00","1,454.15","3,59,681"
2005-09-20,"1,455.00","1,480.00","1,420.00","1,470.45","7,86,678"
2005-09-21,"1,474.00","1,476.00","1,400.00","1,453.65","7,76,915"
2005-09-22,"1,476.00","1,487.00","1,397.00","1,401.45","8,10,301"
2005-09-23,"1,400.35","1,429.80","1,400.35","1,412.45","4,76,978"
2005-09-26,"1,420.00","1,473.00","1,416.00","1,465.90","2,86,256"
2005-09-27,"1,475.00","1,481.00","1,446.30","1,462.30","8,00,501"
2005-09-28,"1,464.00","1,474.90","1,447.00","1,469.50","7,37,508"
2005-09-29,"1,480.00","1,494.40","1,465.00","1,472.85","10,52,736"
2005-09-30,"1,480.00","1,491.80","1,464.25","1,482.35","6,22,872"
2005-10-03,"1,455.40","1,504.90","1,455.40","1,497.90","5,59,065"
2005-10-04,"1,499.80","1,502.00","1,483.30","1,489.75","7,93,809"
2005-10-05,"1,484.00","1,489.00","1,465.00","1,470.00","8,22,215"
2005-10-06,"1,465.05","1,465.05","1,417.15","1,424.65","10,29,224"
2005-10-07,"1,425.00","1,454.00","1,415.20","1,444.80","7,75,828"
2005-10-10,"1,449.80","1,475.00","1,443.30","1,448.50","6,71,466"
2005-10-11,"1,460.00","1,474.80","1,422.00","1,467.75","14,45,640"
2005-10-13,"1,470.00","1,485.00","1,430.35","1,441.30","17,00,724"
2005-10-14,"1,450.00","1,452.00","1,415.00","1,424.05","6,53,274"
2005-10-17,"1,430.00","1,442.00","1,423.90","1,434.15","5,48,602"
2005-10-18,"1,442.00","1,464.80","1,431.10","1,440.95","13,67,700"
2005-10-19,"1,459.95","1,460.00","1,372.15","1,401.60","12,57,354"
2005-10-20,"1,415.10","1,435.00","1,391.05","1,416.35","7,94,119"
2005-10-21,"1,429.00","1,436.80","1,409.00","1,428.25","7,40,427"
2005-10-24,"1,432.20","1,444.00","1,401.05","1,407.50","3,93,704"
2005-10-25,"1,418.35","1,451.00","1,408.50","1,440.00","6,77,539"
2005-10-26,"1,440.00","1,445.00","1,419.10","1,422.25","5,17,851"
2005-10-27,"1,423.00","1,428.90","1,390.00","1,401.30","8,46,493"
2005-10-28,"1,409.00","1,409.00","1,355.00","1,362.15","5,62,687"
2005-10-31,"1,365.00","1,408.00","1,360.35","1,401.25","3,56,496"
2005-11-01,"1,448.70","1,448.70","1,400.00","1,409.60","66,500"
2005-11-02,"1,401.30","1,436.00","1,388.40","1,429.00","3,56,611"
2005-11-07,"1,408.00","1,467.70","1,408.00","1,464.75","5,23,560"
2005-11-08,"1,474.00","1,484.25","1,470.40","1,477.00","7,22,773"
2005-11-09,"1,477.00","1,483.05","1,450.25","1,456.80","6,25,099"
2005-11-10,"1,457.00","1,476.90","1,457.00","1,469.75","3,86,962"
2005-11-11,"1,465.00","1,488.00","1,465.00","1,482.65","7,39,986"
2005-11-14,"1,490.00","1,514.65","1,490.00","1,510.30","10,05,045"
2005-11-16,"1,511.25","1,517.00","1,502.25","1,511.70","8,42,822"
2005-11-17,"1,500.00","1,518.00","1,492.45","1,507.65","6,09,808"
2005-11-18,"1,512.00","1,531.00","1,512.00","1,526.95","10,88,465"
2005-11-21,"1,529.40","1,538.70","1,506.00","1,518.65","8,24,667"
2005-11-22,"1,514.00","1,524.80","1,488.00","1,499.85","5,93,875"
2005-11-23,"1,500.00","1,522.00","1,499.00","1,516.65","7,56,847"
2005-11-24,"1,516.00","1,533.20","1,516.00","1,524.25","5,68,011"
2005-11-25,"1,524.25","1,540.00","1,510.35","1,533.70","4,18,033"
2005-11-26,"1,533.50","1,540.00","1,527.10","1,538.85","1,16,790"
2005-11-28,"1,538.80","1,550.00","1,536.00","1,547.65","3,16,906"
2005-11-29,"1,544.80","1,550.00","1,520.55","1,545.35","4,12,928"
2005-11-30,"1,532.00","1,552.50","1,515.00","1,521.10","5,02,922"
2005-12-01,"1,520.00","1,554.65","1,518.75","1,550.10","5,20,246"
2005-12-02,"1,554.65","1,574.40","1,541.05","1,550.00","5,98,045"
2005-12-05,"1,552.00","1,554.10","1,526.25","1,531.35","2,39,135"
2005-12-06,"1,535.00","1,570.00","1,526.30","1,554.00","4,04,133"
2005-12-07,"1,562.00","1,600.00","1,560.30","1,595.55","7,02,369"
2005-12-08,"1,595.00","1,624.70","1,592.25","1,616.55","11,98,149"
2005-12-09,"1,618.00","1,694.60","1,611.30","1,682.70","7,74,278"
2005-12-12,"1,650.35","1,705.00","1,642.00","1,650.20","7,73,936"
2005-12-13,"1,652.00","1,678.00","1,645.00","1,667.60","7,53,384"
2005-12-14,"1,660.00","1,700.00","1,640.00","1,683.90","6,02,401"
2005-12-15,"1,689.90","1,698.50","1,668.40","1,682.80","5,31,127"
2005-12-16,"1,690.00","1,726.00","1,683.00","1,714.40","9,88,429"
2005-12-19,"1,726.00","1,753.00","1,717.00","1,734.55","5,87,646"
2005-12-20,"1,750.00","1,750.00","1,687.00","1,693.50","5,78,571"
2005-12-21,"1,705.00","1,714.60","1,671.00","1,686.10","4,10,304"
2005-12-22,"1,690.00","1,699.70","1,678.95","1,684.70","3,14,901"
2005-12-23,"1,687.00","1,705.00","1,665.00","1,671.75","3,06,879"
2005-12-26,"1,674.00","1,674.00","1,656.25","1,662.90","2,03,160"
2005-12-27,"1,662.75","1,703.00","1,643.00","1,698.15","1,95,651"
2005-12-28,"1,695.00","1,710.00","1,676.65","1,685.65","3,22,757"
2005-12-29,"1,690.00","1,719.90","1,681.65","1,710.05","4,32,723"
2005-12-30,"1,680.00","1,719.90","1,680.00","1,702.85","2,97,531"
2006-01-02,"1,708.00","1,710.90","1,681.35","1,687.60","2,06,688"
2006-01-03,"1,685.25","1,739.95","1,682.00","1,733.20","4,24,617"
2006-01-04,"1,740.00","1,749.90","1,722.20","1,743.10","4,43,202"
2006-01-05,"1,745.00","1,746.00","1,721.90","1,732.35","1,78,978"
2006-01-06,"1,735.00","1,739.90","1,692.00","1,705.60","3,70,718"
2006-01-09,"1,710.15","1,730.00","1,681.00","1,688.95","4,85,409"
2006-01-10,"1,690.00","1,699.80","1,661.00","1,672.50","4,96,581"
2006-01-12,"1,653.00","1,689.00","1,615.00","1,673.70","17,39,962"
2006-01-13,"1,680.00","1,690.00","1,644.00","1,651.75","4,51,071"
2006-01-16,"1,651.00","1,651.00","1,602.55","1,608.75","6,00,614"
2006-01-17,"1,611.00","1,640.00","1,610.00","1,623.40","4,69,132"
2006-01-18,"1,618.20","1,623.80","1,602.10","1,619.55","3,95,640"
2006-01-19,"1,623.80","1,654.70","1,623.80","1,650.35","4,46,841"
2006-01-20,"1,655.00","1,669.85","1,635.00","1,644.00","4,11,780"
2006-01-23,"1,635.00","1,635.00","1,611.30","1,622.15","2,85,034"
2006-01-24,"1,635.00","1,649.00","1,630.40","1,642.60","2,36,258"
2006-01-25,"1,649.00","1,659.95","1,643.50","1,651.20","7,95,717"
2006-01-27,"1,680.00","1,680.00","1,650.60","1,659.15","3,75,477"
2006-01-30,"1,665.40","1,679.60","1,652.10","1,658.90","1,72,893"
2006-01-31,"1,679.60","1,679.60","1,652.35","1,670.40","1,87,895"
