"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"29-Aug-2006","EQ","985.00","992.00","983.00","981.10","990.00","990.10","988.76","2,092.00","863.00","6,69,899","66,23,69,599.20","-"
"28-Aug-2006","EQ","975.00","985.30","968.30","974.40","979.00","981.10","977.70","2,092.00","863.00","5,75,079","56,22,56,015.85","-"
"25-Aug-2006","EQ","971.00","976.90","967.65","970.40","976.20","974.40","972.40","2,092.00","863.00","6,52,938","63,49,17,250.75","-"
"24-Aug-2006","EQ","970.00","974.90","953.25","963.10","970.00","970.40","964.35","2,092.00","863.00","5,92,463","57,13,38,901.05","-"
"23-Aug-2006","EQ","976.00","978.75","960.10","975.40","964.00","963.10","971.00","2,092.00","863.00","6,24,434","60,63,26,107.40","-"
"22-Aug-2006","EQ","972.00","983.00","970.00","969.30","970.60","975.40","977.38","2,092.00","863.00","5,44,524","53,22,04,462.90","-"
"21-Aug-2006","EQ","976.00","976.00","957.00","969.70","971.00","969.30","967.07","2,092.00","863.00","6,03,522","58,36,46,821.80","-"
"18-Aug-2006","EQ","965.00","972.50","960.00","960.15","969.05","969.70","968.59","2,092.00","863.00","4,50,910","43,67,45,907.05","-"
"17-Aug-2006","EQ","975.00","983.00","958.00","972.20","962.30","960.15","967.36","2,092.00","863.00","6,24,292","60,39,14,383.50","-"
"16-Aug-2006","EQ","979.00","984.50","968.00","964.65","972.00","972.20","977.16","2,092.00","863.00","9,51,067","92,93,45,354.85","-"
"14-Aug-2006","EQ","973.75","975.00","959.00","967.60","964.25","964.65","967.72","2,092.00","863.00","4,30,357","41,64,66,854.95","-"
"11-Aug-2006","EQ","969.90","973.85","957.00","965.75","967.40","967.60","966.52","2,092.00","863.00","4,73,493","45,76,42,358.50","-"
"10-Aug-2006","EQ","961.00","975.00","960.00","966.10","963.05","965.75","967.95","2,092.00","863.00","5,69,781","55,15,16,761.70","-"
"09-Aug-2006","EQ","950.00","975.00","943.50","954.80","966.60","966.10","965.66","2,092.00","863.00","5,13,030","49,54,13,814.00","-"
"08-Aug-2006","EQ","940.00","958.00","935.00","936.10","954.00","954.80","948.21","2,092.00","863.00","2,94,600","27,93,42,446.70","-"
"07-Aug-2006","EQ","951.00","952.00","931.00","948.55","938.20","936.10","938.37","2,092.00","863.00","4,29,991","40,34,92,135.00","-"
"04-Aug-2006","EQ","960.00","963.80","943.00","944.70","948.00","948.55","954.72","2,092.00","863.00","6,68,550","63,82,77,625.90","-"
"03-Aug-2006","EQ","942.50","952.00","937.10","940.20","947.00","944.70","947.00","2,092.00","863.00","7,52,568","71,26,78,275.80","-"
"02-Aug-2006","EQ","925.00","942.50","920.00","932.00","940.90","940.20","931.18","2,092.00","863.00","4,46,183","41,54,77,260.60","-"
"01-Aug-2006","EQ","863.00","939.75","863.00","936.15","932.05","932.00","928.25","2,092.00","863.00","4,40,627","40,90,13,604.05","-"
"31-Jul-2006","EQ","935.00","965.00","930.00","928.45","931.00","936.15","940.92","2,092.00","924.00","4,31,175","40,56,99,130.90","-"
"28-Jul-2006","EQ","940.10","974.95","924.00","1,899.70","928.00","928.45","931.22","2,092.00","924.00","7,54,902","70,29,83,492.20","-"
"27-Jul-2006","EQ","1,895.00","1,919.95","1,875.50","1,888.80","1,886.00","1,899.70","1,899.84","2,092.00","1,242.65","9,24,981","1,75,73,18,054.80","-"
"26-Jul-2006","EQ","1,858.00","1,895.00","1,832.50","1,847.30","1,884.80","1,888.80","1,875.51","2,092.00","1,242.65","7,38,590","1,38,52,32,377.45","-"
"25-Jul-2006","EQ","1,840.00","1,855.00","1,825.05","1,818.05","1,844.20","1,847.30","1,844.45","2,092.00","1,242.65","5,79,575","1,06,89,95,604.25","-"
"24-Jul-2006","EQ","1,795.00","1,832.00","1,735.00","1,767.55","1,830.20","1,818.05","1,792.33","2,092.00","1,242.65","8,53,136","1,52,91,03,697.10","-"
"21-Jul-2006","EQ","1,798.00","1,804.80","1,752.60","1,806.15","1,772.25","1,767.55","1,767.04","2,092.00","1,242.65","5,48,958","97,00,32,809.70","-"
"20-Jul-2006","EQ","1,775.90","1,820.00","1,770.00","1,757.55","1,811.00","1,806.15","1,798.71","2,092.00","1,242.65","7,89,090","1,41,93,41,745.05","-"
"19-Jul-2006","EQ","1,882.00","1,895.00","1,745.55","1,834.50","1,748.00","1,757.55","1,802.89","2,092.00","1,242.65","17,55,798","3,16,55,13,174.00","-"
"18-Jul-2006","EQ","1,860.00","1,950.00","1,815.50","1,859.00","1,833.00","1,834.50","1,850.38","2,092.00","1,242.65","13,80,492","2,55,44,28,622.50","-"
"17-Jul-2006","EQ","1,884.80","1,914.00","1,851.00","1,874.30","1,857.00","1,859.00","1,887.20","2,092.00","1,242.65","11,24,604","2,12,23,48,420.85","-"
"14-Jul-2006","EQ","1,840.00","1,896.00","1,825.10","1,867.35","1,875.00","1,874.30","1,855.16","2,092.00","1,215.05","6,18,726","1,14,78,37,329.90","-"
"13-Jul-2006","EQ","1,892.00","1,898.75","1,850.25","1,890.30","1,871.00","1,867.35","1,870.27","2,092.00","1,215.05","6,72,947","1,25,85,91,660.25","-"
"12-Jul-2006","EQ","1,780.00","1,909.00","1,780.00","1,769.95","1,900.50","1,890.30","1,853.95","2,092.00","1,215.05","11,90,202","2,20,65,70,917.10","-"
