"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"29-Aug-2008","EQ","800.00","819.95","800.00","792.35","811.50","812.20","810.95","1,150.00","715.90","4,99,625","40,51,71,666.45","-"
"28-Aug-2008","EQ","820.00","824.25","782.65","818.45","791.00","792.35","801.93","1,150.00","715.90","16,45,172","1,31,93,10,853.15","-"
"27-Aug-2008","EQ","820.10","836.00","813.10","834.05","819.05","818.45","824.21","1,150.00","715.90","5,32,947","43,92,58,747.40","-"
"26-Aug-2008","EQ","809.95","836.95","809.95","818.20","834.10","834.05","830.38","1,150.00","715.90","5,51,251","45,77,46,591.70","-"
"25-Aug-2008","EQ","824.00","835.00","816.00","819.00","816.00","818.20","822.51","1,150.00","715.90","2,35,561","19,37,51,998.25","-"
"22-Aug-2008","EQ","819.00","824.75","803.50","817.85","817.00","819.00","813.68","1,150.00","715.90","6,61,321","53,81,03,149.50","-"
"21-Aug-2008","EQ","836.00","842.00","815.20","841.60","818.00","817.85","821.48","1,150.00","715.90","4,94,129","40,59,17,285.05","-"
"20-Aug-2008","EQ","842.70","849.00","835.00","841.25","842.50","841.60","841.03","1,150.00","715.90","2,81,814","23,70,15,150.95","-"
"19-Aug-2008","EQ","844.50","851.00","835.10","841.55","841.00","841.25","843.65","1,150.00","715.90","4,88,325","41,19,76,772.70","-"
"18-Aug-2008","EQ","840.00","852.40","835.00","833.20","838.15","841.55","845.01","1,150.00","715.90","4,89,162","41,33,46,429.10","-"
"14-Aug-2008","EQ","829.00","844.65","811.00","828.30","830.00","833.20","833.89","1,150.00","715.90","9,35,377","78,00,03,537.10","-"
"13-Aug-2008","EQ","800.00","837.70","800.00","819.25","833.00","828.30","821.59","1,150.00","715.90","9,24,492","75,95,49,427.25","-"
"12-Aug-2008","EQ","835.00","843.70","815.00","833.95","818.30","819.25","826.70","1,150.00","715.90","8,30,876","68,68,81,889.15","-"
"11-Aug-2008","EQ","852.00","857.80","824.50","845.10","830.35","833.95","834.20","1,150.00","715.90","8,51,275","71,01,30,904.70","-"
"08-Aug-2008","EQ","844.95","857.00","833.40","853.35","843.00","845.10","843.39","1,188.85","715.90","5,21,668","43,99,68,669.75","-"
"07-Aug-2008","EQ","859.00","869.90","845.00","860.55","845.00","853.35","860.10","1,188.85","715.90","7,68,080","66,06,23,742.25","-"
"06-Aug-2008","EQ","839.90","869.95","836.40","829.70","855.00","860.55","854.34","1,188.85","715.90","12,52,483","1,07,00,45,643.15","-"
"05-Aug-2008","EQ","815.40","835.00","805.25","815.35","833.60","829.70","821.11","1,188.85","715.90","11,92,050","97,88,08,220.00","-"
"04-Aug-2008","EQ","815.00","840.00","811.00","840.65","815.05","815.35","819.27","1,188.85","715.90","13,09,732","1,07,30,22,449.55","-"
"01-Aug-2008","EQ","825.00","856.95","811.25","833.75","835.00","840.65","838.47","1,188.85","715.90","10,02,931","84,09,27,154.30","-"
"31-Jul-2008","EQ","840.00","842.00","821.50","838.95","829.90","833.75","830.07","1,188.85","715.90","12,98,895","1,07,81,72,279.65","-"
"30-Jul-2008","EQ","846.00","846.00","800.00","808.95","842.00","838.95","821.64","1,188.85","715.90","11,05,019","90,79,30,441.45","-"
"29-Jul-2008","EQ","806.70","813.80","792.00","806.25","805.10","808.95","802.69","1,188.85","715.90","6,18,048","49,60,98,874.75","-"
"28-Jul-2008","EQ","800.00","816.95","785.00","799.20","808.00","806.25","808.09","1,188.85","715.90","4,92,343","39,78,57,994.65","-"
"25-Jul-2008","EQ","799.20","849.50","782.00","802.55","804.00","799.20","800.09","1,210.00","715.90","22,10,634","1,76,86,98,428.60","-"
"24-Jul-2008","EQ","874.50","874.50","792.35","860.55","805.40","802.55","804.91","1,210.00","715.90","29,35,584","2,36,28,74,237.55","-"
"23-Jul-2008","EQ","830.00","870.00","818.90","831.85","864.80","860.55","841.51","1,210.00","715.90","14,92,855","1,25,62,56,456.55","-"
"22-Jul-2008","EQ","816.00","843.95","806.05","812.80","835.00","831.85","828.29","1,210.00","715.90","10,60,291","87,82,30,806.55","-"
"21-Jul-2008","EQ","799.00","815.00","783.00","793.85","814.05","812.80","803.64","1,210.00","715.90","8,95,517","71,96,71,862.20","-"
"18-Jul-2008","EQ","780.00","802.00","749.00","783.25","793.50","793.85","771.65","1,210.00","715.90","20,84,874","1,60,88,01,399.65","-"
"17-Jul-2008","EQ","735.00","786.90","730.05","728.10","782.00","783.25","770.95","1,210.00","715.90","25,87,679","1,99,49,59,771.35","-"
"16-Jul-2008","EQ","754.65","773.65","715.90","750.65","728.00","728.10","737.21","1,210.00","715.90","14,34,975","1,05,78,78,130.20","-"
"15-Jul-2008","EQ","767.85","786.45","737.15","767.85","741.90","750.65","763.87","1,210.00","720.00","11,27,461","86,12,37,130.85","-"
"14-Jul-2008","EQ","800.00","800.00","761.00","798.60","768.50","767.85","777.14","1,210.00","720.00","11,39,974","88,59,15,642.60","-"
"11-Jul-2008","EQ","917.00","943.00","785.40","868.40","800.80","798.60","820.00","1,261.50","720.00","13,80,946","1,13,23,69,251.80","-"
"10-Jul-2008","EQ","870.00","889.00","852.35","876.75","871.15","868.40","863.91","1,261.50","720.00","8,76,092","75,68,65,357.45","-"
"09-Jul-2008","EQ","850.00","889.95","850.00","830.20","878.20","876.75","863.86","1,261.50","720.00","8,94,637","77,28,38,242.40","-"
"08-Jul-2008","EQ","830.15","845.00","818.00","852.25","840.00","830.20","826.78","1,261.50","720.00","9,86,906","81,59,54,658.90","-"
"07-Jul-2008","EQ","845.00","864.00","832.00","844.50","850.00","852.25","856.35","1,261.50","720.00","4,48,533","38,41,01,977.40","-"
"04-Jul-2008","EQ","869.90","870.05","835.50","856.65","840.00","844.50","850.44","1,261.50","720.00","9,84,896","83,75,95,741.90","-"
"03-Jul-2008","EQ","881.00","881.00","820.55","876.50","856.00","856.65","843.12","1,261.50","720.00","10,43,132","87,94,82,980.25","-"
"02-Jul-2008","EQ","850.00","888.00","840.00","847.70","878.00","876.50","858.79","1,261.50","720.00","20,35,278","1,74,78,81,318.60","-"
"01-Jul-2008","EQ","865.00","872.00","835.05","858.20","836.70","847.70","853.43","1,261.50","720.00","12,64,904","1,07,95,03,966.30","-"
"30-Jun-2008","EQ","871.00","878.00","850.00","865.50","861.50","858.20","865.19","1,261.50","720.00","8,14,511","70,47,04,868.50","-"
"27-Jun-2008","EQ","881.35","881.35","851.15","881.35","859.50","865.50","863.47","1,261.50","720.00","15,65,237","1,35,15,39,762.20","-"
"26-Jun-2008","EQ","884.00","898.00","860.40","876.80","894.90","881.35","872.97","1,261.50","720.00","17,57,079","1,53,38,69,704.05","-"
"25-Jun-2008","EQ","840.00","885.00","831.30","844.40","880.00","876.80","864.16","1,261.50","720.00","14,78,549","1,27,76,96,544.90","-"
"24-Jun-2008","EQ","850.00","867.70","823.40","858.45","848.00","844.40","842.73","1,261.50","720.00","23,21,794","1,95,66,38,015.60","-"
"23-Jun-2008","EQ","863.85","879.45","843.00","863.85","859.05","858.45","859.85","1,261.50","720.00","8,93,078","76,79,11,856.60","-"
"20-Jun-2008","EQ","899.90","899.90","841.55","888.00","865.50","863.85","861.00","1,261.50","720.00","20,39,440","1,75,59,64,814.75","-"
"19-Jun-2008","EQ","880.25","898.00","880.00","900.90","885.95","888.00","888.56","1,261.50","720.00","8,22,267","73,06,32,543.15","-"
"18-Jun-2008","EQ","920.80","921.00","891.00","921.30","900.00","900.90","903.52","1,261.50","720.00","16,07,834","1,45,27,06,743.90","-"
