"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"30-Aug-2013","EQ","1,939.00","2,050.00","1,930.00","1,947.10","2,030.00","2,033.20","2,006.33","2,050.00","1,055.00","26,41,471","5,29,96,66,523.30","1,31,925"
"29-Aug-2013","EQ","1,901.00","1,970.00","1,878.30","1,907.90","1,930.00","1,947.10","1,940.16","1,970.00","1,055.00","29,52,591","5,72,85,10,576.10","1,54,394"
"28-Aug-2013","EQ","1,828.00","1,946.10","1,828.00","1,838.80","1,900.00","1,907.90","1,905.52","1,946.10","1,055.00","22,22,342","4,23,47,09,917.05","1,00,549"
"27-Aug-2013","EQ","1,839.00","1,878.85","1,830.00","1,842.00","1,838.00","1,838.80","1,858.39","1,890.90","1,055.00","9,72,642","1,80,75,46,676.95","49,621"
"26-Aug-2013","EQ","1,823.10","1,878.60","1,814.00","1,829.45","1,850.05","1,842.00","1,854.16","1,890.90","1,055.00","13,31,619","2,46,90,28,622.40","71,382"
"23-Aug-2013","EQ","1,794.00","1,838.00","1,784.30","1,778.95","1,822.00","1,829.45","1,815.50","1,890.90","1,055.00","20,16,442","3,66,08,40,930.90","77,530"
"22-Aug-2013","EQ","1,705.00","1,797.15","1,695.20","1,717.80","1,774.00","1,778.95","1,734.32","1,890.90","1,055.00","21,30,494","3,69,49,48,693.85","1,03,483"
"21-Aug-2013","EQ","1,740.10","1,743.70","1,701.15","1,736.40","1,720.00","1,717.80","1,719.42","1,890.90","1,055.00","18,11,997","3,11,55,84,652.40","93,068"
"20-Aug-2013","EQ","1,789.80","1,789.80","1,730.00","1,777.45","1,739.00","1,736.40","1,744.56","1,890.90","1,055.00","13,62,422","2,37,68,21,441.50","67,852"
"19-Aug-2013","EQ","1,798.00","1,807.00","1,755.55","1,780.90","1,770.00","1,777.45","1,782.77","1,890.90","1,055.00","10,60,676","1,89,09,37,648.05","75,068"
"16-Aug-2013","EQ","1,824.20","1,830.00","1,755.55","1,833.50","1,779.00","1,780.90","1,789.42","1,890.90","1,055.00","13,89,965","2,48,72,32,532.60","83,006"
"14-Aug-2013","EQ","1,824.50","1,858.00","1,802.00","1,819.80","1,842.00","1,833.50","1,834.40","1,890.90","1,055.00","16,51,034","3,02,86,55,819.50","59,805"
"13-Aug-2013","EQ","1,820.20","1,844.85","1,809.95","1,814.00","1,820.00","1,819.80","1,826.35","1,890.90","1,055.00","10,84,148","1,98,00,34,208.05","36,003"
